segundo,estado_sistema,vel_media,vel_min,vel_max,v_diff,densidad_veh_km,flujo_veh_h,eficiencia_pct,coches_parados,coches_atasco,coches_ajustando,coches_libre,gap_min,gap_medio,gap_max,gap_critico_medio,presion_gaps,energia_disipada_acum,tiempo_perdido_acum,vel_onda_kmh,max_parados,max_en_atasco,max_v_diff
1,EQUILIBRIO,22.17,22.17,22.17,0.0,9.95,794.0,104.3,0,0,0,25,95.53,95.53,95.53,24.67,0.26,0.0,0,0,0,0,0
2,EQUILIBRIO,22.86,22.86,22.86,0.0,9.95,819.0,107.6,0,0,0,25,95.53,95.53,95.53,25.36,0.27,0.0,0,0,0,0,0
3,EQUILIBRIO,23.36,23.36,23.36,0.0,9.95,836.0,109.9,0,0,0,25,95.53,95.53,95.53,25.86,0.27,0.0,0,0,0,0,0
4,EQUILIBRIO,23.71,23.71,23.71,0.0,9.95,849.0,111.6,0,0,0,25,95.53,95.53,95.53,26.21,0.27,0.0,0,0,0,0,0.0
5,EQUILIBRIO,23.96,23.96,23.96,0.0,9.95,858.0,112.7,0,0,0,25,95.53,95.53,95.53,26.46,0.28,0.0,0,0,0,0,0.0
6,EQUILIBRIO,24.13,24.13,24.13,0.0,9.95,864.0,113.5,0,0,0,25,95.53,95.53,95.53,26.63,0.28,0.0,0,0,0,0,0.0
7,EQUILIBRIO,24.24,24.24,24.24,0.0,9.95,868.0,114.1,0,0,0,25,95.53,95.53,95.53,26.74,0.28,0.0,0,0,0,0,0.0
8,EQUILIBRIO,24.32,24.32,24.32,0.0,9.95,871.0,114.5,0,0,0,25,95.53,95.53,95.53,26.82,0.28,0.0,0,0,0,0,0.0
9,EQUILIBRIO,24.38,24.38,24.38,0.0,9.95,873.0,114.7,0,0,0,25,95.53,95.53,95.53,26.88,0.28,0.0,0,0,0,0,0.0
10,EQUILIBRIO,24.41,24.41,24.41,0.0,9.95,874.0,114.9,0,0,0,25,95.53,95.53,95.53,26.91,0.28,0.0,0,0,0,0,0.0
11,FRENADA_ORIGEN,23.94,12.41,24.44,12.02,9.95,857.0,112.6,0,0,0,25,89.06,95.53,102.15,26.44,0.28,17.1,0,0,0,0,12.02
12,FRENADA_ORIGEN,23.37,0.0,24.45,24.45,9.95,837.0,110.0,1,0,0,24,71.74,95.53,120.82,25.87,0.27,24.2,0,-0.0,1,0,24.45
13,FRENADA_ORIGEN,23.24,0.0,24.46,24.46,9.95,832.0,109.4,1,0,1,23,51.6,95.53,145.28,25.74,0.27,31.1,0,-0.0,1,0,24.46
14,FRENADA_ORIGEN,23.09,0.0,24.47,24.47,9.95,827.0,108.7,1,0,1,23,34.78,95.53,169.75,25.59,0.27,38.0,0,-0.0,1,0,24.47
15,FRENADA_ORIGEN,22.91,0.0,24.48,24.48,9.95,820.0,107.8,1,0,1,23,21.52,95.53,194.22,25.41,0.27,45.1,0,-0.0,1,0,24.48
16,DISOLVIENDO,22.83,2.5,24.48,21.98,9.95,817.0,107.4,0,1,0,24,13.2,95.53,217.32,25.33,0.27,51.2,0,-10.9,1,1,24.48
17,DISOLVIENDO,22.77,5.0,24.48,19.48,9.95,816.0,107.2,0,1,1,23,9.7,95.53,237.93,25.27,0.26,56.7,0,-7.6,1,1,24.48
18,DISOLVIENDO,22.76,6.64,24.48,17.84,9.95,815.0,107.1,0,1,1,23,9.48,95.53,256.04,25.26,0.26,61.7,0,-6.5,1,1,24.48
19,DISOLVIENDO,22.8,7.61,24.48,16.87,9.95,816.0,107.3,0,1,1,23,11.21,95.53,271.68,25.3,0.26,66.1,0,-6.5,1,1,24.48
20,DISOLVIENDO,22.86,9.19,24.48,15.29,9.95,819.0,107.6,0,2,0,23,14.05,95.53,284.88,25.36,0.27,69.8,0,-6.9,1,2,24.48
21,DISOLVIENDO,22.96,11.05,24.48,13.44,9.95,822.0,108.0,0,2,1,22,17.47,95.53,295.74,25.46,0.27,72.6,0,0,1,2,24.48
22,DISOLVIENDO,23.08,12.92,24.48,11.57,9.95,826.0,108.6,0,2,1,22,17.75,95.53,304.4,25.58,0.27,75.0,0,0,1,2,24.48
23,DISOLVIENDO,23.22,13.62,24.49,10.86,9.95,831.0,109.3,0,2,1,22,18.54,95.53,311.07,25.72,0.27,77.1,0,0,1,2,24.48
24,DISOLVIENDO,23.36,14.7,24.49,9.79,9.95,836.0,109.9,0,2,1,22,20.24,95.53,316.02,25.86,0.27,78.7,0,0,1,2,24.48
25,DISOLVIENDO,23.5,15.93,24.49,8.55,9.95,841.0,110.6,0,1,2,22,22.43,95.53,319.54,26.0,0.27,79.8,0,0,1,2,24.48
26,DISOLVIENDO,23.63,17.17,24.49,7.31,9.95,846.0,111.2,0,2,1,22,24.82,95.53,321.93,26.13,0.27,80.5,0,0,1,2,24.48
27,DISOLVIENDO,23.74,18.32,24.49,6.16,9.95,850.0,111.7,0,2,1,22,27.2,95.53,323.48,26.24,0.27,81.1,0,0,1,2,24.48
