second,avg_speed,speed_variance,min_speed,max_speed,throughput_per_min,total_throughput,near_collisions,hard_brakes,min_gap,num_cars,num_trucks
0,1.16,0.12,0.8,1.5,60,1,0,0,59.42,18,17
2,2.31,0.48,1.59,2.99,0,1,0,0,58.35,18,17
3,3.45,1.06,2.39,4.47,0,1,0,0,56.59,18,17
4,4.57,1.81,3.18,5.93,0,1,0,0,54.17,18,17
4,5.67,2.69,3.96,7.38,0,1,0,0,51.15,18,17
5,6.72,3.61,4.74,8.8,0,1,0,0,47.59,18,17
6,7.72,4.47,5.5,10.2,0,1,0,0,43.62,18,17
7,8.64,5.18,6.27,11.56,0,1,0,0,39.42,18,17
8,9.48,5.69,7.02,12.89,0,1,0,0,35.21,18,17
9,10.23,6.06,7.76,14.16,0,1,0,0,31.24,18,17
10,10.89,6.38,8.49,15.37,60,2,0,0,27.77,18,17
11,11.5,6.7,9.2,16.49,0,2,0,0,24.97,18,17
12,12.05,7.0,9.9,17.5,0,2,0,0,22.93,18,17
13,12.58,7.21,10.58,18.34,0,2,0,0,21.61,18,17
14,13.08,7.24,11.24,19.23,60,3,0,0,20.94,18,17
15,13.57,7.06,11.64,20.07,0,3,0,0,20.78,18,17
16,14.04,6.68,11.97,20.83,0,3,0,0,20.78,18,17
17,14.49,6.12,12.35,21.49,0,3,0,0,20.78,18,17
19,14.94,5.43,12.79,22.03,0,3,0,0,20.78,18,17
20,15.37,4.65,13.26,22.42,0,3,0,0,20.78,18,17
21,15.79,3.84,13.76,22.66,0,3,0,0,20.78,18,17
22,16.19,3.05,14.27,22.71,0,3,0,0,20.78,18,17
23,16.59,2.35,14.78,22.58,0,3,0,0,20.78,18,17
24,16.97,1.76,15.29,22.27,60,4,0,0,20.78,18,17
25,17.35,1.31,15.78,21.83,0,4,0,0,20.78,18,17
26,17.72,0.99,16.24,21.3,60,5,0,0,20.78,18,17
27,18.08,0.79,16.68,20.73,0,5,0,0,20.78,18,17
28,18.43,0.7,17.1,20.18,0,5,0,0,20.78,18,17
29,18.78,0.67,17.36,20.54,60,6,0,0,20.78,18,17
30,19.11,0.68,17.66,20.91,0,6,0,0,20.78,18,17
31,19.42,0.7,17.84,21.23,60,7,0,0,20.78,18,17
32,19.72,0.73,17.98,21.52,0,7,0,0,20.78,18,17
33,20.01,0.75,18.18,21.78,60,8,0,0,20.78,18,17
34,20.28,0.75,18.42,22.02,0,8,0,0,20.78,18,17
35,20.53,0.73,18.56,22.22,0,8,0,0,20.78,18,17
36,20.77,0.71,18.66,22.41,60,9,0,0,20.78,18,17
37,20.99,0.67,18.82,22.59,0,9,0,0,20.78,18,17
38,21.19,0.63,19.01,22.75,0,9,0,0,20.78,18,17
39,21.38,0.59,19.24,22.89,0,9,0,0,20.78,18,17
40,21.55,0.55,19.48,23.03,0,9,0,0,20.78,18,17
41,21.71,0.51,19.74,23.15,0,9,0,0,20.78,18,17
42,21.85,0.47,20.0,23.27,0,9,0,0,20.78,18,17
43,21.98,0.44,20.26,23.37,0,9,0,0,20.78,18,17
44,22.1,0.41,20.51,23.47,60,10,0,0,20.78,18,17
45,22.21,0.38,20.75,23.56,0,10,0,0,20.78,18,17
46,22.3,0.36,20.98,23.65,0,10,0,0,20.78,18,17
47,22.39,0.35,21.2,23.72,60,11,0,0,20.78,18,17
48,22.47,0.33,21.4,23.79,0,11,0,0,20.78,18,17
49,22.54,0.32,21.49,23.86,60,12,0,0,20.78,18,17
50,22.61,0.32,21.56,23.91,0,12,0,0,20.78,18,17
51,22.66,0.31,21.62,23.96,60,13,0,0,20.78,18,17
52,22.72,0.3,21.68,24.01,0,13,0,0,20.78,18,17
53,22.76,0.3,21.73,24.05,0,13,0,0,20.78,18,17
54,22.8,0.3,21.78,24.08,60,14,0,0,20.78,18,17
55,22.84,0.3,21.83,24.11,0,14,0,0,20.78,18,17
56,22.88,0.29,21.87,24.13,0,14,0,0,20.78,18,17
57,22.91,0.29,21.91,24.16,0,14,0,0,20.78,18,17
58,22.94,0.29,21.95,24.17,0,14,0,0,20.78,18,17
59,22.96,0.29,21.98,24.19,60,15,0,0,20.78,18,17
60,22.98,0.29,22.02,24.2,0,15,0,0,20.78,18,17
61,22.79,1.5,16.58,24.21,60,16,0,10,20.78,18,17
62,22.53,5.14,10.58,24.22,0,16,0,20,20.78,18,17
63,22.23,11.36,4.58,24.23,0,16,0,30,17.29,18,17
64,21.94,18.44,0.0,24.23,0,16,0,40,5.14,18,17
65,21.76,21.25,0.0,24.24,0,16,8,50,-5.53,18,17
66,21.56,24.71,0.0,24.24,60,17,16,60,-11.91,18,17
67,21.48,24.75,0.0,24.24,0,17,16,70,-11.91,18,17
68,21.42,24.33,0.0,24.24,0,17,16,80,-11.91,18,17
69,21.38,22.8,0.8,24.24,0,17,16,80,-11.91,18,17
70,21.36,21.28,1.6,24.24,60,18,16,80,-11.91,18,17
71,21.34,19.84,2.4,24.24,0,18,16,80,-11.91,18,17
72,21.33,18.49,3.2,24.24,0,18,16,80,-11.91,18,17
73,21.33,17.25,4.0,24.24,0,18,16,80,-11.91,18,17
74,21.35,16.13,4.8,24.24,60,19,16,80,-11.91,18,17
75,21.37,15.12,5.6,24.24,0,19,16,80,-11.91,18,17
75,21.41,14.25,6.39,24.23,60,20,16,80,-11.91,18,17
76,21.46,13.5,7.19,24.23,0,20,16,80,-11.91,18,17
77,21.52,12.88,7.98,24.23,0,20,16,80,-11.91,18,17
78,21.58,12.36,8.78,25.03,60,21,16,80,-11.91,18,17
79,21.66,11.93,9.56,26.18,0,21,16,80,-11.91,18,17
80,21.74,11.56,10.34,27.25,60,22,16,80,-11.91,18,17
81,21.83,11.24,11.12,28.26,0,22,16,80,-11.91,18,17
82,21.92,10.96,11.89,29.19,0,22,16,80,-11.91,18,17
83,22.01,10.71,12.65,30.05,0,22,16,80,-11.91,18,17
84,22.1,10.48,13.39,30.84,0,22,16,80,-11.91,18,17
85,22.19,10.29,14.13,31.55,60,23,16,80,-11.91,18,17
86,22.28,10.14,14.84,32.19,0,23,16,80,-11.91,18,17
87,22.36,10.02,15.55,32.77,0,23,16,80,-11.91,18,17
88,22.44,9.95,16.12,33.28,60,24,16,80,-11.91,18,17
89,22.51,9.91,16.45,33.73,0,24,16,80,-11.91,18,17
90,22.59,9.92,16.82,34.13,0,24,16,80,-11.91,18,17
91,22.65,9.95,17.24,34.48,60,25,16,80,-11.91,18,17
92,22.72,10.0,17.68,34.78,0,25,16,80,-11.91,18,17
93,22.78,10.04,18.14,35.0,0,25,16,80,-11.91,18,17
94,22.84,9.95,18.61,35.0,60,26,16,80,-11.91,18,17
95,22.89,9.87,18.8,35.0,0,26,16,80,-11.91,18,17
96,22.95,9.8,18.85,35.0,0,26,16,80,-11.91,18,17
97,23.0,9.73,18.88,35.0,0,26,16,80,-11.91,18,17
98,23.05,9.66,18.9,35.0,60,27,16,80,-11.91,18,17
99,23.1,9.59,18.95,35.0,0,27,16,80,-11.91,18,17
100,23.15,9.51,18.95,35.0,0,27,16,80,-11.91,18,17
101,23.2,9.43,18.99,35.0,0,27,16,80,-11.91,18,17
102,23.25,9.34,19.08,35.0,60,28,16,80,-11.91,18,17
103,23.3,9.26,19.11,35.0,0,28,16,80,-11.91,18,17
104,23.34,9.16,19.14,35.0,0,28,16,80,-11.91,18,17
105,23.39,9.07,19.21,35.0,60,29,16,80,-11.91,18,17
106,23.43,8.98,19.31,35.0,0,29,16,80,-11.91,18,17
107,23.47,8.88,19.44,35.0,0,29,16,80,-11.91,18,17
108,23.52,8.78,19.6,35.0,0,29,16,80,-11.91,18,17
109,23.56,8.69,19.78,35.0,60,30,16,80,-11.91,18,17
110,23.6,8.59,19.97,35.0,0,30,16,80,-11.91,18,17
111,23.64,8.5,20.17,35.0,0,30,16,80,-11.91,18,17
112,23.68,8.4,20.38,35.0,0,30,16,80,-11.91,18,17
113,23.71,8.31,20.59,35.0,60,31,16,80,-11.91,18,17
114,23.75,8.22,20.65,35.0,0,31,16,80,-11.91,18,17
115,23.78,8.14,20.7,35.0,60,32,16,80,-11.91,18,17
116,23.81,8.06,20.77,35.0,0,32,16,80,-11.91,18,17
117,23.84,7.98,20.85,35.0,60,33,16,80,-11.91,18,17
118,23.87,7.9,20.94,35.0,60,34,16,80,-11.91,18,17
119,23.9,7.83,21.05,35.0,0,34,16,80,-11.91,18,17
120,23.92,7.76,21.16,35.0,0,34,16,80,-11.91,18,17
121,23.94,7.7,21.27,35.0,120,36,16,80,-11.91,18,17
122,23.97,7.65,21.39,35.0,0,36,16,80,-11.91,18,17
123,23.99,7.6,21.51,35.0,0,36,16,80,-11.91,18,17
