second,avg_speed,speed_variance,min_speed,max_speed,throughput_per_min,total_throughput,near_collisions,hard_brakes,min_gap,num_cars,num_trucks
0,1.34,0.09,0.8,1.5,60,1,0,0,59.42,27,8
2,2.67,0.34,1.59,2.99,0,1,0,0,58.35,27,8
3,3.98,0.75,2.39,4.46,0,1,0,0,56.6,27,8
4,5.28,1.3,3.18,5.92,0,1,0,0,54.2,27,8
4,6.56,1.98,3.96,7.37,0,1,0,0,51.22,27,8
5,7.8,2.73,4.74,8.78,0,1,0,0,47.74,27,8
6,8.99,3.55,5.51,10.17,0,1,0,0,43.9,27,8
7,10.13,4.41,6.28,11.52,0,1,0,0,39.89,27,8
8,11.19,5.33,7.03,12.83,0,1,0,0,35.94,27,8
9,12.18,6.34,7.78,14.09,0,1,0,0,32.3,27,8
10,13.09,7.46,8.52,15.31,60,2,0,0,29.18,27,8
11,13.92,8.67,9.24,16.47,0,2,0,0,26.72,27,8
12,14.67,9.89,9.96,17.57,0,2,0,0,24.98,27,8
13,15.34,11.03,10.66,18.6,0,2,0,0,23.92,27,8
14,15.93,12.05,11.35,19.56,60,3,0,0,23.46,27,8
15,16.46,12.92,11.72,20.45,0,3,0,0,23.42,27,8
16,16.92,13.62,12.06,21.28,0,3,0,0,23.42,27,8
17,17.33,14.12,12.47,22.04,0,3,0,0,23.42,27,8
19,17.69,14.42,12.94,22.74,60,4,0,0,23.42,27,8
20,18.01,14.53,13.45,23.38,0,4,0,0,23.42,27,8
21,18.29,14.44,13.99,23.95,0,4,0,0,23.42,27,8
22,18.56,14.19,14.33,24.47,60,5,0,0,23.42,27,8
23,18.8,13.8,14.57,24.93,0,5,0,0,23.42,27,8
24,19.02,13.29,14.88,25.34,0,5,0,0,23.42,27,8
25,19.24,12.69,15.26,25.7,0,5,0,0,23.42,27,8
26,19.44,12.04,15.69,26.02,0,5,0,0,23.42,27,8
27,19.64,11.35,15.84,26.31,0,5,0,0,23.42,27,8
28,19.84,10.65,16.05,26.55,0,5,0,0,23.42,27,8
29,20.03,9.97,16.34,26.77,0,5,0,0,23.42,27,8
30,20.22,9.3,16.66,26.96,0,5,0,0,23.42,27,8
31,20.4,8.65,16.79,27.12,60,6,0,0,23.42,27,8
32,20.58,8.01,16.97,27.26,0,6,0,0,23.42,27,8
33,20.76,7.39,17.22,27.37,0,6,0,0,23.42,27,8
34,20.93,6.77,17.44,27.46,0,6,0,0,23.42,27,8
35,21.09,6.16,17.54,27.52,0,6,0,0,23.42,27,8
36,21.25,5.55,17.72,27.55,60,7,0,0,23.42,27,8
37,21.4,4.96,17.96,27.56,0,7,0,0,23.42,27,8
38,21.54,4.38,18.08,27.52,60,8,0,0,23.42,27,8
39,21.68,3.83,18.19,27.45,0,8,0,0,23.42,27,8
40,21.8,3.32,18.36,27.32,0,8,0,0,23.42,27,8
41,21.92,2.84,18.58,27.15,60,9,0,0,23.42,27,8
